edicao_numero;mes;ano;preco_capa;url
463;9;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-463/ptd0031/14786
464;9;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-464/ptd0031/14787
465;10;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-465/ptd0031/14788
466;10;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-466/ptd0031/14789
467;10;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-467/ptd0031/14790
468;10;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-468/ptd0031/14791
469;11;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-469/ptd0031/14792
470;11;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-470/ptd0031/14793
471;11;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-471/ptd0031/14794
472;11;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-472/ptd0031/14795
473;11;1960;Cr$ 10,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-473/ptd0031/14796
474;12;1960;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-474/ptd0031/14797
475;12;1960;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-475/ptd0031/14798
476;12;1960;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-476/ptd0031/14799
477;12;1960;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-477/ptd0031/14800
478;1;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-478/ptd0031/14801
480;1;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-480/ptd0031/14802
482;1;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-482/ptd0031/14803
484;2;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-484/ptd0031/14804
486;2;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-486/ptd0031/14805
488;3;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-488/ptd0031/14806
490;3;1961;Cr$ 12,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-490/ptd0031/14808
492;4;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-492/ptd0031/14810
494;4;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-494/ptd0031/14812
496;5;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-496/ptd0031/14814
498;5;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-498/ptd0031/14816
500;6;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-500/ptd0031/14818
502;6;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-502/ptd0031/14820
504;7;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-504/ptd0031/14822
506;7;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-506/ptd0031/14823
508;8;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-508/ptd0031/14824
510;8;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-510/ptd0031/14826
512;8;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-512/ptd0031/14828
514;9;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-514/ptd0031/14829
516;9;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-516/ptd0031/14830
518;10;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-518/ptd0031/14831
520;10;1961;Cr$ 15,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-520/ptd0031/14832
522;11;1961;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-522/ptd0031/14833
524;11;1961;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-524/ptd0031/14834
526;12;1961;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-526/ptd0031/14835
528;12;1961;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-528/ptd0031/14836
530;1;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-530/ptd0031/14837
532;1;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-532/ptd0031/14838
534;1;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-534/ptd0031/14839
536;2;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-536/ptd0031/14840
538;2;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-538/ptd0031/14841
540;3;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-540/ptd0031/14842
542;3;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-542/ptd0031/14843
544;4;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-544/ptd0031/14844
546;4;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-546/ptd0031/14845
548;5;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-548/ptd0031/14846
550;5;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-550/ptd0031/14847
552;6;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-552/ptd0031/14848
554;6;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-554/ptd0031/14849
556;7;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-556/ptd0031/14850
558;7;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-558/ptd0031/14851
560;7;1962;Cr$ 20,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-560/ptd0031/14852
562;8;1962;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-562/ptd0031/14853
564;8;1962;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-564/ptd0031/14854
566;9;1962;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-566/ptd0031/14855
568;9;1962;Cr$ 25,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-568/ptd0031/14856
570;10;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-570/ptd0031/14857
572;10;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-572/ptd0031/9874
574;11;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-574/ptd0031/9875
576;11;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-576/ptd0031/9876
578;12;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-578/ptd0031/9877
580;12;1962;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-580/ptd0031/9878
582;1;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-582/ptd0031/9879
584;1;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-584/ptd0031/9880
586;1;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-586/ptd0031/9881
588;2;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-588/ptd0031/9882
590;2;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-590/ptd0031/9883
592;3;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-592/ptd0031/9884
594;3;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-594/ptd0031/9885
596;4;1963;NCr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-596/ptd0031/9886
598;4;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-598/ptd0031/9887
600;5;1963;Cr$ 30,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-600/ptd0031/9888
602;5;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-602/ptd0031/9889
604;6;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-604/ptd0031/9890
606;6;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-606/ptd0031/9891
608;7;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-608/ptd0031/9892
610;7;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-610/ptd0031/9893
612;7;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-612/ptd0031/9894
614;8;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-614/ptd0031/9895
616;8;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-616/ptd0031/9896
618;9;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-618/ptd0031/9897
620;9;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-620/ptd0031/9898
622;10;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-622/ptd0031/9899
624;10;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-624/ptd0031/9900
626;11;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-626/ptd0031/9901
628;11;1963;Cr$ 40,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-628/ptd0031/9902
630;12;1963;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-630/ptd0031/9903
632;12;1963;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-632/ptd0031/9904
634;12;1963;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-634/ptd0031/9905
636;1;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-636/ptd0031/9906
638;1;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-638/ptd0031/9907
640;2;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-640/ptd0031/9908
642;2;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-642/ptd0031/9909
644;3;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-644/ptd0031/9910
646;3;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-646/ptd0031/9911
648;4;1964;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-648/ptd0031/9912
650;4;1964;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-650/ptd0031/9913
652;5;1964;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-652/ptd0031/9914
654;5;1964;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-654/ptd0031/9915
656;6;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-656/ptd0031/9916
658;6;1964;Cr$ 60,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-658/ptd0031/9917
660;6;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-660/ptd0031/9918
662;7;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-662/ptd0031/9919
664;7;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-664/ptd0031/9920
666;8;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-666/ptd0031/9921
668;8;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-668/ptd0031/9922
670;9;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-670/ptd0031/9923
672;9;1964;Cr$ 80,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-672/ptd0031/9924
674;10;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-674/ptd0031/9925
676;10;1964;Cr$ 50,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-676/ptd0031/9926
678;11;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-678/ptd0031/9927
680;11;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-680/ptd0031/9928
682;12;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-682/ptd0031/9929
684;12;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-684/ptd0031/9930
686;12;1964;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-686/ptd0031/9931
688;1;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-688/ptd0031/9932
690;1;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-690/ptd0031/9933
692;2;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-692/ptd0031/9934
694;2;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-694/ptd0031/9935
696;3;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-696/ptd0031/9936
698;3;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-698/ptd0031/9937
700;4;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-700/ptd0031/9938
702;4;1965;Cr$ 100,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-702/ptd0031/9939
704;5;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-704/ptd0031/9940
706;5;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-706/ptd0031/9941
708;6;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-708/ptd0031/9942
710;6;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-710/ptd0031/9943
712;6;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-712/ptd0031/9944
714;7;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-714/ptd0031/9945
716;7;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-716/ptd0031/9946
718;8;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-718/ptd0031/9947
720;8;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-720/ptd0031/9948
722;9;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-722/ptd0031/9949
724;9;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-724/ptd0031/9950
726;10;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-726/ptd0031/9951
728;10;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-728/ptd0031/9952
730;11;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-730/ptd0031/9953
732;11;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-732/ptd0031/9954
734;11;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-734/ptd0031/9955
736;12;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-736/ptd0031/9956
738;12;1965;Cr$ 130,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-738/ptd0031/9957
740;1;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-740/ptd0031/9958
742;1;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-742/ptd0031/9959
744;2;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-744/ptd0031/9960
746;2;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-746/ptd0031/9961
748;3;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-748/ptd0031/9962
750;3;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-750/ptd0031/9963
752;4;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-752/ptd0031/9964
754;4;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-754/ptd0031/9965
756;5;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-756/ptd0031/9966
758;5;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-758/ptd0031/9967
760;5;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-760/ptd0031/9968
762;6;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-762/ptd0031/9969
764;6;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-764/ptd0031/9970
766;7;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-766/ptd0031/9971
768;7;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-768/ptd0031/9972
770;8;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-770/ptd0031/9973
772;8;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-772/ptd0031/9974
774;9;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-774/ptd0031/9975
776;9;1966;Cr$ 150,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-776/ptd0031/9976
778;10;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-778/ptd0031/9977
780;10;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-780/ptd0031/9978
782;11;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-782/ptd0031/9979
784;11;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-784/ptd0031/9980
786;11;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-786/ptd0031/9981
788;12;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-788/ptd0031/9982
790;12;1966;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-790/ptd0031/9983
792;1;1967;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-792/ptd0031/9984
794;1;1967;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-794/ptd0031/9985
796;2;1967;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-796/ptd0031/9986
798;2;1967;Cr$ 200,00;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-798/ptd0031/9987
800;3;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-800/ptd0031/9988
802;3;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-802/ptd0031/9989
804;4;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-804/ptd0031/9990
806;4;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-806/ptd0031/9991
808;5;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-808/ptd0031/9992
810;5;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-810/ptd0031/9993
812;5;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-812/ptd0031/9994
814;6;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-814/ptd0031/9995
816;6;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-816/ptd0031/9996
818;7;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-818/ptd0031/9997
820;7;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-820/ptd0031/9998
822;8;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-822/ptd0031/9999
824;8;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-824/ptd0031/10000
826;9;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-826/ptd0031/10001
828;9;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-828/ptd0031/10002
830;10;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-830/ptd0031/10003
832;10;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-832/ptd0031/10004
834;10;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-834/ptd0031/10005
836;11;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-836/ptd0031/10006
838;11;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-838/ptd0031/10007
840;12;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-840/ptd0031/10008
842;12;1967;NCr$ 0,25;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-842/ptd0031/10009
844;1;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-844/ptd0031/10010
846;1;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-846/ptd0031/10011
848;2;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-848/ptd0031/10012
850;2;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-850/ptd0031/10013
852;3;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-852/ptd0031/10014
854;3;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-854/ptd0031/10015
856;4;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-856/ptd0031/10016
858;4;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-858/ptd0031/10017
860;4;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-860/ptd0031/10018
862;5;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-862/ptd0031/10019
864;5;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-864/ptd0031/10020
866;6;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-866/ptd0031/10021
868;6;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-868/ptd0031/10022
870;7;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-870/ptd0031/10023
872;7;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-872/ptd0031/10024
874;8;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-874/ptd0031/10025
876;8;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-876/ptd0031/10026
878;9;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-878/ptd0031/10027
880;9;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-880/ptd0031/10028
882;10;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-882/ptd0031/10029
884;10;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-884/ptd0031/10030
886;10;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-886/ptd0031/10031
888;11;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-888/ptd0031/10032
890;11;1968;NCr$ 0,30;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-890/ptd0031/10033
892;12;1968;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-892/ptd0031/10034
894;12;1968;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-894/ptd0031/10035
896;1;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-896/ptd0031/10036
898;1;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-898/ptd0031/10037
900;2;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-900/ptd0031/10038
902;2;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-902/ptd0031/10039
904;3;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-904/ptd0031/10040
906;3;1969;NCr$ 0,35;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-906/ptd0031/10041
908;4;1969;NCr$ 0,40;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-908/ptd0031/10042
910;4;1969;NCr$ 0,40;http://wwwguiadosquadrinhoscom/edicao/pato-donald-o-n-910/ptd0031/10043
